TaskID,RecordDate,ScenarioCode,ScenarioName,DepartmentID,DepartmentName,CourseType,LabType,SessionType,TaskClass,BatchSize,ExamCriticalFlag,SkillCriticality,CPU_Demand,GPU_Demand,Memory_Demand,Bandwidth_Demand,ExpectedRuntime,ClassStartTime,ClassEndTime,ArrivalTime,Deadline,LatencyTolerance,ContinuitySensitivity,MigrationTolerance,EdgeQueueLength,NodeUtilization,NetworkRTT,PacketLossRate,LabOccupancy,NodeHealthScore,PredictedNextSlotLoad
VSDT-04660,2026-06-01,NORMAL,Normal teaching day,NEM,New Energy Materials,Molecular Dynamics of Solid Electrolytes,Photovoltaic Characterization Lab,Simulation,Interactive Simulation,36,0,0.991,64.27,79.8,22.51,90.92,28.81,2026-06-01 10:30:00,2026-06-01 11:45:00,2026-06-01 10:43:52,2026-06-01 11:19:15,84.9,0.947,0.178,2,0.353,19.42,0.083,0.662,0.919,0.494
VSDT-04661,2026-06-01,EXAM,Exam-week priority load,NURS,Nursing Simulation,Emergency Response Practical,Clinical Skills Lab,Assessment,Automated Assessment,25,1,1,52.72,27.61,5.83,53.01,23.18,2026-06-01 10:30:00,2026-06-01 12:30:00,2026-06-01 11:40:56,2026-06-01 12:13:48,123.73,0.835,0.149,9,0.392,24.31,0.167,0.63,0.983,0.681
VSDT-04662,2026-06-01,EXAM,Exam-week priority load,NURS,Nursing Simulation,Clinical Assessment Lab,Clinical Skills Lab,Practice,Immersive Practical Session,18,1,1,62.87,43.41,20.29,156.27,18.32,2026-06-01 08:30:00,2026-06-01 10:30:00,2026-06-01 09:14:42,2026-06-01 09:37:59,93.14,0.827,0.101,10,0.671,12.83,0.831,0.758,0.827,0.781
VSDT-04663,2026-06-01,OVERLAP,Overlapping practical classes,NEM,New Energy Materials,High-Resolution Microscopy Stream Analysis,Photovoltaic Characterization Lab,Simulation,Interactive Simulation,47,0,0.799,45.73,65.54,8.9,102.48,21.9,2026-06-01 15:30:00,2026-06-01 17:15:00,2026-06-01 16:50:17,2026-06-01 17:15:00,76.42,0.947,0.344,16,0.823,13.66,0.406,0.666,0.886,0.563
VSDT-04664,2026-06-01,NORMAL,Normal teaching day,NEM,New Energy Materials,Photovoltaic Thin-Film Characterization,Battery Materials Lab,Simulation,Interactive Simulation,36,0,0.948,39.46,75.01,22.23,60.92,23.34,2026-06-01 15:30:00,2026-06-01 16:45:00,2026-06-01 15:34:23,2026-06-01 16:10:41,140.72,0.893,0.222,7,0.595,23.94,0.746,0.391,0.932,0.671
VSDT-04665,2026-06-01,EDGE_STRESS,Edge-node congestion or partial failure,ELEC,Electronics Training,Control Systems Simulation,Power Electronics Lab,Assessment,Automated Assessment,18,1,1,29.03,49.54,5.16,46.26,14.5,2026-06-01 13:30:00,2026-06-01 14:45:00,2026-06-01 14:04:14,2026-06-01 14:24:51,83.89,0.821,0.229,20,0.753,35.48,0.305,0.63,0.695,0.715
VSDT-04666,2026-06-01,OVERLAP,Overlapping practical classes,ELEC,Electronics Training,Embedded Systems Practical,Electronics Training Lab,Simulation,Interactive Simulation,25,0,0.94,58.26,39.97,15.25,109.87,14.88,2026-06-01 10:30:00,2026-06-01 11:45:00,2026-06-01 10:59:55,2026-06-01 11:25:58,74.12,0.883,0.122,20,0.568,39.9,0.666,0.666,0.938,0.69
VSDT-04667,2026-06-01,EDGE_STRESS,Edge-node congestion or partial failure,ELEC,Electronics Training,AI-Assisted Circuit Testing,Power Electronics Lab,Analytics,Background Analytics,42,0,0.511,39.79,0.37,10.43,80.79,32.91,2026-06-01 15:30:00,2026-06-01 16:45:00,2026-06-01 15:30:07,2026-06-01 16:14:37,398.23,0.118,0.891,13,0.98,28.25,0.144,0.651,0.744,0.953
VSDT-04668,2026-06-01,NORMAL,Normal teaching day,NURS,Nursing Simulation,Medication Safety Training,Virtual Nursing Simulation Lab,Analytics,Background Analytics,22,0,0.385,64.73,1.32,17.57,49.23,42.99,2026-06-01 13:30:00,2026-06-01 15:30:00,2026-06-01 14:44:01,2026-06-01 15:27:46,257.38,0.353,0.69,6,0.382,32.69,0.6,0.408,0.979,0.322
VSDT-04669,2026-06-01,OVERLAP,Overlapping practical classes,AUTO,Automotive Technology,Battery Pack Safety Demonstration,Automotive Simulation Lab,Simulation,Interactive Simulation,36,0,0.781,68.43,46.0,7.67,134.14,17.3,2026-06-01 10:30:00,2026-06-01 12:15:00,2026-06-01 11:53:01,2026-06-01 12:15:00,109.75,0.87,0.344,12,0.641,25.81,0.063,0.869,0.851,0.662
VSDT-04670,2026-06-01,EXAM,Exam-week priority load,ELEC,Electronics Training,Sensor Calibration and Data Logging,Electronics Training Lab,Analytics,Background Analytics,18,1,0.562,83.66,21.82,30.74,12.8,30.39,2026-06-01 15:30:00,2026-06-01 16:45:00,2026-06-01 15:58:02,2026-06-01 16:38:14,383.58,0.17,0.762,7,0.491,13.16,0.383,0.595,0.833,0.572
VSDT-04671,2026-06-01,NORMAL,Normal teaching day,NURS,Nursing Simulation,Clinical Assessment Lab,Clinical Skills Lab,Simulation,Interactive Simulation,24,0,0.786,42.55,66.47,8.05,103.35,14.57,2026-06-01 10:30:00,2026-06-01 12:15:00,2026-06-01 11:07:46,2026-06-01 11:37:44,107.87,0.95,0.347,2,0.384,19.95,0.465,0.352,0.948,0.515
VSDT-04672,2026-06-01,EDGE_STRESS,Edge-node congestion or partial failure,NEM,New Energy Materials,Electrochemical Impedance Spectroscopy for Solid-State Batteries,Battery Materials Lab,Assessment,Automated Assessment,39,0,0.902,46.41,67.55,12.18,51.67,8.2,2026-06-01 15:30:00,2026-06-01 17:15:00,2026-06-01 16:40:45,2026-06-01 16:59:23,88.94,0.77,0.351,14,0.66,32.28,0.116,0.482,0.646,0.595
VSDT-04673,2026-06-01,NET_DEG,Network degradation,NEM,New Energy Materials,High-Resolution Microscopy Stream Analysis,Battery Materials Lab,Simulation,Interactive Simulation,30,0,1,61.65,62.33,21.3,122.09,17.48,2026-06-01 10:30:00,2026-06-01 12:00:00,2026-06-01 11:32:22,2026-06-01 11:57:45,97.26,0.74,0.226,1,0.578,105.09,5.385,0.625,0.831,0.402
VSDT-04674,2026-06-01,OVERLAP,Overlapping practical classes,IMFG,Intelligent Manufacturing,CNC Virtual Workshop,Smart Manufacturing Lab,Assessment,Automated Assessment,32,1,0.993,35.56,31.15,14.42,83.56,7.61,2026-06-01 08:30:00,2026-06-01 10:30:00,2026-06-01 09:38:57,2026-06-01 09:53:29,93.89,0.909,0.42,13,0.6,34.89,0.547,0.667,0.962,0.522
VSDT-04675,2026-06-01,NET_DEG,Network degradation,NURS,Nursing Simulation,Emergency Response Practical,Clinical Skills Lab,Simulation,Interactive Simulation,21,0,0.912,62.61,62.85,15.96,44.49,8.64,2026-06-01 10:30:00,2026-06-01 12:15:00,2026-06-01 11:52:26,2026-06-01 12:08:10,100.46,0.825,0.14,0,0.288,59.96,5.161,0.64,0.774,0.606
VSDT-04676,2026-06-01,EXAM,Exam-week priority load,NURS,Nursing Simulation,Virtual Ward Monitoring,Virtual Nursing Simulation Lab,Simulation,Interactive Simulation,40,1,0.888,65.58,72.68,17.09,40.93,27.46,2026-06-01 13:30:00,2026-06-01 15:30:00,2026-06-01 14:18:59,2026-06-01 14:51:36,126.57,0.869,0.255,7,0.529,19.19,0.651,0.559,0.918,0.665
VSDT-04677,2026-06-01,OVERLAP,Overlapping practical classes,ELEC,Electronics Training,AI-Assisted Circuit Testing,Electronics Training Lab,Analytics,Background Analytics,27,0,0.475,43.12,23.63,18.65,21.87,28.39,2026-06-01 08:30:00,2026-06-01 09:45:00,2026-06-01 08:34:56,2026-06-01 09:16:43,388.63,0.221,0.948,13,0.652,9.49,0.94,0.536,0.913,0.576
VSDT-04678,2026-06-01,NORMAL,Normal teaching day,AUTO,Automotive Technology,Engine Simulation,EV Training Lab,Simulation,Interactive Simulation,33,0,0.79,48.51,22.93,19.45,85.86,21.28,2026-06-01 13:30:00,2026-06-01 15:15:00,2026-06-01 14:36:46,2026-06-01 15:11:03,116.51,0.744,0.357,0,0.607,18.03,0.189,0.516,0.939,0.489
VSDT-04679,2026-06-01,NORMAL,Normal teaching day,IMFG,Intelligent Manufacturing,Industrial Process Monitoring,Smart Manufacturing Lab,Analytics,Background Analytics,34,0,0.243,48.21,39.89,28.65,34.02,51.3,2026-06-01 10:30:00,2026-06-01 12:15:00,2026-06-01 11:15:03,2026-06-01 12:15:00,332.61,0.105,0.715,5,0.338,30.36,0.162,0.643,0.864,0.526
VSDT-04680,2026-06-01,OVERLAP,Overlapping practical classes,IMFG,Intelligent Manufacturing,Industrial Process Monitoring,Smart Manufacturing Lab,Assessment,Automated Assessment,30,1,1,74.78,24.04,9.19,44.49,16.62,2026-06-01 08:30:00,2026-06-01 09:45:00,2026-06-01 08:56:15,2026-06-01 09:15:25,144.12,0.642,0.297,13,0.62,25.65,0.679,0.793,0.892,0.8
VSDT-04681,2026-06-01,EXAM,Exam-week priority load,DMED,Digital Media,Interactive Design Practical,3D Rendering Lab,Sync,Content Synchronization,36,1,0.319,33.77,7.11,4.08,227.71,16.04,2026-06-01 13:30:00,2026-06-01 15:30:00,2026-06-01 14:28:33,2026-06-01 14:55:28,283.71,0.347,0.822,10,0.546,14.7,0.667,0.703,0.919,0.475
VSDT-04682,2026-06-01,EDGE_STRESS,Edge-node congestion or partial failure,ELEC,Electronics Training,Embedded Systems Practical,Power Electronics Lab,Analytics,Background Analytics,36,0,0.51,79.1,35.26,23.33,23.39,57.71,2026-06-01 08:30:00,2026-06-01 10:15:00,2026-06-01 09:16:29,2026-06-01 10:15:00,487.06,0.165,0.754,23,0.768,33.02,0.916,0.76,0.826,0.738
VSDT-04683,2026-06-01,EXAM,Exam-week priority load,NEM,New Energy Materials,Fuel-Cell Catalyst Characterization,Microscopy and Materials Imaging Lab,Analytics,Background Analytics,44,1,0.678,62.37,12.3,8.78,34.51,53.2,2026-06-01 13:30:00,2026-06-01 15:15:00,2026-06-01 14:39:28,2026-06-01 15:15:00,407.56,0.319,0.872,2,0.711,25.89,0.953,0.885,0.899,0.896
VSDT-04684,2026-06-01,NORMAL,Normal teaching day,NURS,Nursing Simulation,Medication Safety Training,Virtual Nursing Simulation Lab,Practice,Immersive Practical Session,32,0,0.907,79.74,94.76,20.02,120.53,18.43,2026-06-01 13:30:00,2026-06-01 15:00:00,2026-06-01 14:22:42,2026-06-01 14:50:12,105.0,0.929,0.145,4,0.312,16.36,0.364,0.657,0.973,0.41
VSDT-04685,2026-06-01,NET_DEG,Network degradation,NEM,New Energy Materials,Photovoltaic Thin-Film Characterization,Battery Materials Lab,Sync,Content Synchronization,46,0,0.462,17.81,1.37,4.47,182.58,4.76,2026-06-01 13:30:00,2026-06-01 15:15:00,2026-06-01 13:57:44,2026-06-01 14:20:24,220.58,0.3,0.609,0,0.574,70.63,2.524,0.541,0.931,0.474
VSDT-04686,2026-06-01,EDGE_STRESS,Edge-node congestion or partial failure,DMED,Digital Media,3D Rendering Lab,3D Rendering Lab,Assessment,Automated Assessment,25,1,0.968,53.09,36.39,15.43,62.8,20.85,2026-06-01 13:30:00,2026-06-01 15:15:00,2026-06-01 13:33:19,2026-06-01 14:04:13,122.01,0.708,0.17,8,0.764,23.63,0.614,0.547,0.775,0.806
VSDT-04687,2026-06-01,NET_DEG,Network degradation,NURS,Nursing Simulation,Medication Safety Training,Clinical Skills Lab,Assessment,Automated Assessment,41,0,0.941,32.99,33.91,6.61,37.47,16.06,2026-06-01 08:30:00,2026-06-01 10:00:00,2026-06-01 09:19:18,2026-06-01 09:39:25,80.05,0.619,0.348,1,0.306,96.89,5.757,0.616,0.832,0.616
VSDT-04688,2026-06-01,NET_DEG,Network degradation,NURS,Nursing Simulation,Patient Care Simulation,Clinical Skills Lab,Assessment,Automated Assessment,37,1,0.868,65.36,64.63,14.33,27.38,8.78,2026-06-01 13:30:00,2026-06-01 15:30:00,2026-06-01 15:02:23,2026-06-01 15:16:12,119.48,0.805,0.269,7,0.646,82.46,4.763,0.726,0.904,0.51
VSDT-04689,2026-06-01,NORMAL,Normal teaching day,NURS,Nursing Simulation,Emergency Response Practical,Virtual Nursing Simulation Lab,Simulation,Interactive Simulation,40,0,0.873,53.01,51.25,18.39,87.55,27.45,2026-06-01 10:30:00,2026-06-01 11:45:00,2026-06-01 11:16:07,2026-06-01 11:45:00,136.03,0.927,0.131,3,0.348,38.05,0.412,0.757,0.974,0.534
VSDT-04690,2026-06-01,EDGE_STRESS,Edge-node congestion or partial failure,ELEC,Electronics Training,AI-Assisted Circuit Testing,Electronics Training Lab,Practice,Immersive Practical Session,27,0,0.85,61.6,93.01,31.31,161.6,21.56,2026-06-01 15:30:00,2026-06-01 17:15:00,2026-06-01 16:46:10,2026-06-01 17:11:27,61.32,0.926,0.102,27,0.671,34.15,0.435,0.378,0.706,0.647
VSDT-04691,2026-06-01,NORMAL,Normal teaching day,NEM,New Energy Materials,Fuel-Cell Catalyst Characterization,Microscopy and Materials Imaging Lab,Simulation,Interactive Simulation,44,0,0.818,52.67,29.99,16.4,126.94,14.37,2026-06-01 15:30:00,2026-06-01 16:45:00,2026-06-01 15:53:27,2026-06-01 16:19:40,77.05,0.741,0.114,5,0.494,24.79,0.958,0.736,0.941,0.517
VSDT-04692,2026-06-01,EXAM,Exam-week priority load,AUTO,Automotive Technology,Sensor Calibration Lab,Automotive Simulation Lab,Assessment,Automated Assessment,32,1,0.917,70.93,41.8,6.59,87.81,21.22,2026-06-01 10:30:00,2026-06-01 12:30:00,2026-06-01 11:41:34,2026-06-01 12:07:24,107.13,0.923,0.225,7,0.548,11.59,0.954,0.828,0.965,0.582
VSDT-04693,2026-06-01,NORMAL,Normal teaching day,ELEC,Electronics Training,Control Systems Simulation,Electronics Training Lab,Assessment,Automated Assessment,20,0,0.95,29.38,25.13,11.27,48.72,6.08,2026-06-01 15:30:00,2026-06-01 16:45:00,2026-06-01 16:20:46,2026-06-01 16:36:02,73.47,0.657,0.316,2,0.307,37.76,0.499,0.554,0.863,0.505
VSDT-04694,2026-06-01,NORMAL,Normal teaching day,ELEC,Electronics Training,Embedded Systems Practical,Power Electronics Lab,Analytics,Background Analytics,30,0,0.396,71.71,36.81,26.62,69.82,47.67,2026-06-01 10:30:00,2026-06-01 11:45:00,2026-06-01 10:36:33,2026-06-01 11:32:04,288.94,0.18,0.725,1,0.555,28.38,0.999,0.693,0.962,0.599
VSDT-04695,2026-06-01,OVERLAP,Overlapping practical classes,IMFG,Intelligent Manufacturing,CNC Virtual Workshop,Smart Manufacturing Lab,Practice,Immersive Practical Session,32,0,0.894,83.31,76.78,15.11,128.64,15.07,2026-06-01 15:30:00,2026-06-01 17:15:00,2026-06-01 15:44:31,2026-06-01 16:08:48,94.94,0.903,0.217,17,0.546,17.03,0.853,0.909,0.837,0.464
VSDT-04696,2026-06-01,EDGE_STRESS,Edge-node congestion or partial failure,ELEC,Electronics Training,Sensor Calibration and Data Logging,Electronics Training Lab,Simulation,Interactive Simulation,33,0,0.926,64.63,70.31,14.29,48.65,13.48,2026-06-01 10:30:00,2026-06-01 12:00:00,2026-06-01 10:31:31,2026-06-01 10:50:27,146.76,0.84,0.234,18,0.834,32.18,0.78,0.444,0.831,0.58
VSDT-04697,2026-06-01,NET_DEG,Network degradation,NEM,New Energy Materials,DFT-Assisted Materials Property Demonstration,Microscopy and Materials Imaging Lab,Simulation,Interactive Simulation,25,0,0.933,49.11,62.2,8.01,57.39,25.99,2026-06-01 15:30:00,2026-06-01 17:30:00,2026-06-01 16:37:47,2026-06-01 17:07:55,150.33,0.838,0.374,1,0.388,67.05,4.069,0.399,0.806,0.326
VSDT-04698,2026-06-01,NET_DEG,Network degradation,AUTO,Automotive Technology,Battery Pack Safety Demonstration,Automotive Simulation Lab,Assessment,Automated Assessment,38,1,1,54.74,52.6,5.25,75.92,19.73,2026-06-01 08:30:00,2026-06-01 10:15:00,2026-06-01 08:51:46,2026-06-01 09:20:38,100.97,0.644,0.214,5,0.632,98.18,5.39,0.385,0.934,0.746
VSDT-04699,2026-06-01,NORMAL,Normal teaching day,NURS,Nursing Simulation,Medication Safety Training,Virtual Nursing Simulation Lab,Practice,Immersive Practical Session,40,0,0.809,57.92,100,19.76,200.92,18.45,2026-06-01 13:30:00,2026-06-01 15:00:00,2026-06-01 14:15:22,2026-06-01 14:38:04,78.91,0.907,0.121,5,0.489,11.55,0.334,0.519,0.859,0.563
VSDT-04700,2026-06-01,EXAM,Exam-week priority load,IMFG,Intelligent Manufacturing,CNC Virtual Workshop,CNC Simulation Lab,Practice,Immersive Practical Session,26,1,1,79.94,45.0,13.9,73.92,28.38,2026-06-01 13:30:00,2026-06-01 14:45:00,2026-06-01 13:41:05,2026-06-01 14:24:26,71.85,0.836,0.175,6,0.814,29.74,0.723,0.543,0.851,0.568
VSDT-04701,2026-06-01,OVERLAP,Overlapping practical classes,NURS,Nursing Simulation,Emergency Response Practical,Virtual Nursing Simulation Lab,Simulation,Interactive Simulation,42,0,0.818,46.41,63.04,7.54,69.16,28.6,2026-06-01 08:30:00,2026-06-01 10:00:00,2026-06-01 08:48:42,2026-06-01 09:35:36,143.77,0.847,0.229,13,0.614,27.73,0.769,0.758,0.873,0.528
VSDT-04702,2026-06-01,OVERLAP,Overlapping practical classes,NURS,Nursing Simulation,Virtual Ward Monitoring,Clinical Skills Lab,Analytics,Background Analytics,29,0,0.338,69.18,7.02,17.83,67.69,52.67,2026-06-01 13:30:00,2026-06-01 15:00:00,2026-06-01 14:03:41,2026-06-01 15:00:00,466.8,0.322,0.898,18,0.723,12.69,0.214,0.894,0.829,0.79
VSDT-04703,2026-06-01,NORMAL,Normal teaching day,ELEC,Electronics Training,Control Systems Simulation,Power Electronics Lab,Simulation,Interactive Simulation,31,0,0.801,36.08,35.48,16.87,67.53,22.58,2026-06-01 15:30:00,2026-06-01 17:00:00,2026-06-01 16:02:28,2026-06-01 16:36:59,96.73,0.742,0.28,4,0.597,26.71,0.633,0.55,0.964,0.453
VSDT-04704,2026-06-01,EDGE_STRESS,Edge-node congestion or partial failure,NEM,New Energy Materials,Battery Thermal Safety Visualization,NEM Digital Simulation Laboratory,Assessment,Automated Assessment,38,0,0.897,69.23,31.87,5.81,40.13,23.86,2026-06-01 15:30:00,2026-06-01 17:30:00,2026-06-01 16:27:36,2026-06-01 16:58:42,97.09,0.941,0.236,24,0.894,37.19,0.878,0.761,0.758,0.86
VSDT-04705,2026-06-02,EXAM,Exam-week priority load,IMFG,Intelligent Manufacturing,Production Line Digital Twin,Smart Manufacturing Lab,Assessment,Automated Assessment,34,1,0.956,41.34,46.62,9.82,49.14,10.63,2026-06-02 08:30:00,2026-06-02 10:00:00,2026-06-02 08:45:33,2026-06-02 08:57:49,128.12,0.855,0.311,11,0.576,20.58,0.604,0.843,0.893,0.561
VSDT-04706,2026-06-02,EDGE_STRESS,Edge-node congestion or partial failure,AUTO,Automotive Technology,Sensor Calibration Lab,Automotive Simulation Lab,Practice,Immersive Practical Session,30,0,0.964,76.48,62.92,29.6,121.17,19.38,2026-06-02 13:30:00,2026-06-02 15:00:00,2026-06-02 13:47:22,2026-06-02 14:13:16,63.89,1,0.126,20,0.852,28.58,0.738,0.612,0.689,1.0
VSDT-04707,2026-06-02,EDGE_STRESS,Edge-node congestion or partial failure,DMED,Digital Media,XR Content Studio,3D Rendering Lab,Simulation,Interactive Simulation,34,0,0.687,55.45,59.51,11.73,49.33,29.26,2026-06-02 10:30:00,2026-06-02 12:30:00,2026-06-02 11:20:00,2026-06-02 12:03:11,82.5,0.859,0.311,19,0.824,26.22,0.052,0.598,0.77,0.913
VSDT-04708,2026-06-02,NORMAL,Normal teaching day,AUTO,Automotive Technology,Sensor Calibration Lab,Automotive Simulation Lab,Simulation,Interactive Simulation,26,0,0.909,69.18,40.76,11.33,93.75,11.04,2026-06-02 13:30:00,2026-06-02 15:15:00,2026-06-02 14:52:30,2026-06-02 15:08:14,123.88,0.807,0.271,7,0.385,24.75,0.368,0.426,0.988,0.728
VSDT-04709,2026-06-02,EDGE_STRESS,Edge-node congestion or partial failure,DMED,Digital Media,Media Pipeline Synchronization,XR Media Studio,Assessment,Automated Assessment,20,0,0.897,29.21,40.72,7.11,46.17,14.4,2026-06-02 15:30:00,2026-06-02 17:00:00,2026-06-02 15:55:22,2026-06-02 16:14:36,95.67,0.614,0.329,22,0.843,37.23,0.091,0.464,0.659,0.605
VSDT-04710,2026-06-02,NET_DEG,Network degradation,NURS,Nursing Simulation,Clinical Assessment Lab,Virtual Nursing Simulation Lab,Simulation,Interactive Simulation,35,0,0.693,42.23,59.96,10.88,98.99,26.04,2026-06-02 10:30:00,2026-06-02 11:45:00,2026-06-02 10:33:41,2026-06-02 11:09:54,139.23,0.78,0.132,4,0.413,101.26,3.516,0.461,0.873,0.536
VSDT-04711,2026-06-02,NORMAL,Normal teaching day,NEM,New Energy Materials,Hydrogen Storage Materials Simulation,Microscopy and Materials Imaging Lab,Practice,Immersive Practical Session,39,0,1,83.15,64.27,28.13,159.26,34.88,2026-06-02 13:30:00,2026-06-02 15:00:00,2026-06-02 14:35:33,2026-06-02 15:00:00,127.9,0.988,0.217,5,0.303,17.14,0.808,0.518,0.954,0.331
VSDT-04712,2026-06-02,EDGE_STRESS,Edge-node congestion or partial failure,NEM,New Energy Materials,Advanced Battery Management Systems and Material Characterization,Photovoltaic Characterization Lab,Sync,Content Synchronization,24,0,0.539,38.45,9.33,8.35,162.45,9.93,2026-06-02 08:30:00,2026-06-02 10:30:00,2026-06-02 09:27:58,2026-06-02 09:47:11,250.57,0.46,0.905,19,0.69,21.72,0.62,0.78,0.72,0.649
VSDT-04713,2026-06-02,EXAM,Exam-week priority load,IMFG,Intelligent Manufacturing,Industrial Process Monitoring,CNC Simulation Lab,Analytics,Background Analytics,19,1,0.302,56.78,6.47,30.14,52.93,59.9,2026-06-02 10:30:00,2026-06-02 12:15:00,2026-06-02 10:55:47,2026-06-02 11:50:33,290.95,0.181,0.919,10,0.448,26.72,0.236,0.549,0.959,0.522
VSDT-04714,2026-06-02,OVERLAP,Overlapping practical classes,NURS,Nursing Simulation,Emergency Response Practical,Virtual Nursing Simulation Lab,Assessment,Automated Assessment,24,1,0.923,68.84,11.94,16.06,49.54,17.64,2026-06-02 13:30:00,2026-06-02 15:00:00,2026-06-02 14:38:42,2026-06-02 14:58:31,104.65,0.625,0.264,11,0.711,11.97,0.682,0.67,0.929,0.645
VSDT-04715,2026-06-02,EXAM,Exam-week priority load,NEM,New Energy Materials,Electrochemical Impedance Spectroscopy for Solid-State Batteries,NEM Digital Simulation Laboratory,Practice,Immersive Practical Session,35,1,1,61.32,99.26,28.15,84.86,16.43,2026-06-02 08:30:00,2026-06-02 10:30:00,2026-06-02 09:50:10,2026-06-02 10:09:49,96.38,0.926,0.079,8,0.495,19.32,0.69,0.898,0.866,0.547
VSDT-04716,2026-06-02,NORMAL,Normal teaching day,DMED,Digital Media,XR Content Studio,3D Rendering Lab,Practice,Immersive Practical Session,33,0,0.855,81.1,69.34,29.27,88.92,14.31,2026-06-02 10:30:00,2026-06-02 12:00:00,2026-06-02 10:33:11,2026-06-02 10:57:57,108.82,0.988,0.136,3,0.281,29.51,0.278,0.546,0.837,0.729
VSDT-04717,2026-06-02,OVERLAP,Overlapping practical classes,AUTO,Automotive Technology,Sensor Calibration Lab,EV Training Lab,Assessment,Automated Assessment,43,0,0.903,51.05,58.58,7.25,95.45,17.87,2026-06-02 13:30:00,2026-06-02 15:30:00,2026-06-02 13:52:24,2026-06-02 14:16:46,116.38,0.868,0.247,11,0.733,18.41,0.517,0.837,0.878,0.723
VSDT-04718,2026-06-02,EXAM,Exam-week priority load,DMED,Digital Media,Media Pipeline Synchronization,3D Rendering Lab,Assessment,Automated Assessment,38,1,0.943,32.26,28.67,15.25,80.65,8.55,2026-06-02 08:30:00,2026-06-02 09:45:00,2026-06-02 08:37:11,2026-06-02 08:58:09,93.93,0.628,0.432,11,0.686,22.21,0.099,0.735,0.852,0.631
VSDT-04719,2026-06-02,NORMAL,Normal teaching day,NEM,New Energy Materials,Battery Thermal Safety Visualization,Photovoltaic Characterization Lab,Assessment,Automated Assessment,41,1,0.96,84.94,60.9,13.46,66.59,8.75,2026-06-02 13:30:00,2026-06-02 15:00:00,2026-06-02 14:05:26,2026-06-02 14:17:23,104.05,0.865,0.153,7,0.427,8.59,0.202,0.648,0.858,0.375
VSDT-04720,2026-06-02,NET_DEG,Network degradation,NEM,New Energy Materials,DFT-Assisted Materials Property Demonstration,Microscopy and Materials Imaging Lab,Sync,Content Synchronization,29,0,0.591,18.7,12.32,3.92,90.48,15.53,2026-06-02 10:30:00,2026-06-02 12:15:00,2026-06-02 10:44:38,2026-06-02 11:07:44,197.32,0.358,0.909,4,0.599,80.19,2.921,0.653,0.831,0.318
VSDT-04721,2026-06-02,NET_DEG,Network degradation,ELEC,Electronics Training,Sensor Calibration and Data Logging,Electronics Training Lab,Analytics,Background Analytics,42,0,0.292,51.48,32.39,33.37,78.81,32.57,2026-06-02 10:30:00,2026-06-02 12:00:00,2026-06-02 10:33:56,2026-06-02 11:07:57,298.13,0.113,0.767,5,0.591,98.72,2.398,0.761,0.831,0.519
VSDT-04722,2026-06-02,OVERLAP,Overlapping practical classes,NEM,New Energy Materials,Supercapacitor Electrode Testing,NEM Digital Simulation Laboratory,Sync,Content Synchronization,44,0,0.409,18.67,1.34,8.1,127.18,6.8,2026-06-02 15:30:00,2026-06-02 16:45:00,2026-06-02 15:58:11,2026-06-02 16:21:23,221.34,0.436,0.793,17,0.487,18.53,0.368,0.953,0.862,0.734
VSDT-04723,2026-06-02,OVERLAP,Overlapping practical classes,NURS,Nursing Simulation,Emergency Response Practical,Clinical Skills Lab,Sync,Content Synchronization,53,0,0.367,26.96,11.03,3.06,86.56,4.85,2026-06-02 10:30:00,2026-06-02 11:45:00,2026-06-02 11:05:12,2026-06-02 11:18:01,240.28,0.357,0.877,14,0.819,27.81,0.554,0.904,0.923,0.888
VSDT-04724,2026-06-02,NET_DEG,Network degradation,IMFG,Intelligent Manufacturing,Industrial Process Monitoring,Smart Manufacturing Lab,Assessment,Automated Assessment,31,0,0.986,56.71,46.12,8.24,80.68,22.06,2026-06-02 13:30:00,2026-06-02 14:45:00,2026-06-02 13:55:44,2026-06-02 14:21:26,81.75,0.826,0.21,2,0.594,71.54,3.996,0.765,0.862,0.71
VSDT-04725,2026-06-02,NET_DEG,Network degradation,ELEC,Electronics Training,Control Systems Simulation,Electronics Training Lab,Simulation,Interactive Simulation,20,0,0.71,59.6,56.3,14.61,50.56,8.54,2026-06-02 10:30:00,2026-06-02 12:00:00,2026-06-02 10:44:09,2026-06-02 11:01:49,127.9,0.942,0.208,6,0.447,122.79,3.371,0.707,0.911,0.684
VSDT-04726,2026-06-02,EDGE_STRESS,Edge-node congestion or partial failure,NEM,New Energy Materials,Battery Thermal Safety Visualization,Photovoltaic Characterization Lab,Practice,Immersive Practical Session,41,0,1,89.63,94.05,17.9,79.01,32.74,2026-06-02 13:30:00,2026-06-02 15:30:00,2026-06-02 14:58:05,2026-06-02 15:30:00,120.92,0.916,0.049,23,0.889,36.59,0.119,0.732,0.627,0.897
VSDT-04727,2026-06-02,OVERLAP,Overlapping practical classes,IMFG,Intelligent Manufacturing,Industrial Process Monitoring,CNC Simulation Lab,Simulation,Interactive Simulation,49,0,0.769,48.51,50.78,18.63,76.63,13.72,2026-06-02 13:30:00,2026-06-02 15:00:00,2026-06-02 13:43:00,2026-06-02 14:04:13,76.48,0.947,0.104,6,0.781,23.13,0.676,0.65,0.847,0.706
