TaskID,UrgencyScore,FairnessCorrection,CongestionRisk,VEPS_PriorityScore,AssignedResourceLayer,AssignedResourceID,PlacementUtility
VSDT-05026,0.5478,0.0681,0.439,0.4947,Local Edge,EDGE-02,0.5718
VSDT-05027,0.7727,-0.55,0.291,0.7431,Local Edge,EDGE-04,0.6952
VSDT-05028,0.4372,0.3288,0.3651,0.5169,Local Edge,EDGE-02,0.6429
VSDT-05029,0.4102,0.3412,0.4224,0.2124,Cloud,CLOUD-12,0.4239
VSDT-05030,0.716,0.1031,0.2718,0.6935,Local Edge,EDGE-06,0.6677
VSDT-05031,0.319,0.3279,0.5641,0.4958,Local Edge,EDGE-02,0.5639
VSDT-05032,0.6159,-0.55,0.4097,0.5525,Local Edge,EDGE-04,0.5845
VSDT-05033,0.6963,0.3405,0.2091,0.5698,Local Edge,EDGE-02,0.6906
VSDT-05034,0.6297,-0.55,0.3693,0.5193,Local Edge,EDGE-02,0.5811
VSDT-05035,0.108,-0.55,0.2926,0.2873,Cloud,CLOUD-12,0.4678
VSDT-05036,0,0.3273,0.2383,0.1062,Peer Edge,EDGE-11,0.4202
VSDT-05037,0.3667,-0.55,0.4385,0.4352,Local Edge,EDGE-02,0.5292
VSDT-05038,0.8405,-0.55,0.4432,0.7086,Peer Edge,EDGE-10,0.6274
VSDT-05039,0.4306,0.1993,0.2855,0.4657,Local Edge,EDGE-02,0.6333
VSDT-05040,0.6494,0.1981,0.438,0.5538,Local Edge,EDGE-02,0.624
VSDT-05041,0.5316,0.3267,0.3348,0.5428,Local Edge,EDGE-05,0.6589
VSDT-05042,0.2994,-0.55,0.2426,0.6026,Local Edge,EDGE-05,0.6704
VSDT-05043,0,0.3406,0.4221,0.3948,Local Edge,EDGE-01,0.5747
VSDT-05044,0,0.1975,0.5556,0.0964,Cloud,CLOUD-13,0.2989
VSDT-05045,0.413,0.0705,0.3792,0.4019,Local Edge,EDGE-05,0.5196
VSDT-05046,0.5974,0.0694,0.4395,0.4856,Peer Edge,EDGE-11,0.5456
VSDT-05047,0,0.1976,0.3616,0.1297,Cloud,CLOUD-12,0.3962
VSDT-05048,0.291,-0.55,0.1877,0.4434,Local Edge,EDGE-04,0.6077
VSDT-05049,0.7106,0.1978,0.4746,0.535,Local Edge,EDGE-05,0.5557
VSDT-05050,0.6098,0.0698,0.299,0.6674,Local Edge,EDGE-01,0.6811
VSDT-05051,0.5425,0.34,0.3805,0.5256,Local Edge,EDGE-06,0.6052
VSDT-05052,0,0.1057,0.4103,0.365,Local Edge,EDGE-02,0.5608
VSDT-05053,0,-0.55,0.376,0.3815,Peer Edge,EDGE-08,0.5519
VSDT-05054,0.3067,-0.55,0.3755,0.2083,Cloud,CLOUD-13,0.3805
VSDT-05055,0,0.1972,0.3398,0.1475,Cloud,CLOUD-13,0.4301
VSDT-05056,0.5387,-0.55,0.2683,0.4933,Local Edge,EDGE-01,0.6185
VSDT-05057,0.421,0.1974,0.2598,0.6493,Local Edge,EDGE-01,0.6963
VSDT-05058,0.4498,0.0695,0.5091,0.4466,Peer Edge,EDGE-07,0.5064
VSDT-05059,0.3874,0.1065,0.4349,0.4357,Local Edge,EDGE-02,0.5573
VSDT-05060,0,-0.55,0.1947,0.394,Local Edge,EDGE-04,0.6046
VSDT-05061,0.2354,0.1967,0.355,0.433,Local Edge,EDGE-02,0.6002
VSDT-05062,0.818,0.1956,0.4299,0.577,Local Edge,EDGE-02,0.6036
VSDT-05063,0.1794,0.3277,0.4193,0.4311,Local Edge,EDGE-04,0.5927
VSDT-05064,0,0.0694,0.44,0.3585,Local Edge,EDGE-02,0.5441
VSDT-05065,0.7258,-0.55,0.4481,0.5744,Peer Edge,EDGE-09,0.584
VSDT-05066,0,-0.55,0.3504,0.106,Peer Edge,EDGE-10,0.3635
VSDT-05067,0,0.0687,0.2775,0.3738,Local Edge,EDGE-04,0.5771
VSDT-05068,0,0.0687,0.3787,0.0784,Cloud,CLOUD-14,0.3574
VSDT-05069,0,-0.55,0.3696,0.351,Local Edge,EDGE-03,0.5204
VSDT-05070,0.1898,0.3407,0.3607,0.3143,Peer Edge,EDGE-11,0.4659
VSDT-05071,0.7541,0.3395,0.222,0.7484,Local Edge,EDGE-06,0.7325
VSDT-05072,0.1028,0.3274,0.4333,0.1753,Cloud,CLOUD-12,0.407
VSDT-05073,0.8057,0.0695,0.4064,0.7341,Local Edge,EDGE-01,0.6818
VSDT-05074,0,0.1958,0.3723,0.1178,Cloud,CLOUD-14,0.386
VSDT-05075,0.4764,0.1077,0.5063,0.6316,Local Edge,EDGE-05,0.6064
VSDT-05076,0.462,-0.55,0.2012,0.4352,Local Edge,EDGE-05,0.5842
VSDT-05077,0.3183,0.3267,0.3285,0.6056,Local Edge,EDGE-01,0.6752
VSDT-05078,0.5278,0.107,0.5021,0.479,Local Edge,EDGE-04,0.5639
VSDT-05079,0.4556,0.3392,0.4194,0.6335,Local Edge,EDGE-05,0.6623
VSDT-05080,0.6887,0.338,0.2598,0.4318,Local Edge,EDGE-02,0.5857
VSDT-05081,0.6615,0.1958,0.4675,0.6593,Local Edge,EDGE-02,0.6379
VSDT-05082,0,0.3369,0.4141,0.3707,Local Edge,EDGE-03,0.5618
VSDT-05083,0.5952,0.3369,0.4013,0.5638,Local Edge,EDGE-06,0.638
VSDT-05084,0.0568,0.3263,0.4756,0.4212,Local Edge,EDGE-05,0.5608
VSDT-05085,0.1981,0.1068,0.2955,0.5546,Peer Edge,EDGE-09,0.64
VSDT-05086,0.1809,0.1057,0.3114,0.4158,Local Edge,EDGE-01,0.5935
VSDT-05087,0.6098,0.1045,0.3858,0.6438,Local Edge,EDGE-01,0.6548
VSDT-05088,0,0.1955,0.2405,0.3787,Local Edge,EDGE-02,0.6042
VSDT-05089,0.547,-0.55,0.4103,0.5134,Local Edge,EDGE-05,0.5909
VSDT-05090,0.3061,0.3257,0.2952,0.6246,Local Edge,EDGE-03,0.6956
VSDT-05091,0,-0.55,0.4909,0.0922,Peer Edge,EDGE-11,0.3223
VSDT-05092,0,0.3257,0.2296,0.3738,Local Edge,EDGE-04,0.6016
VSDT-05093,0.4381,0.1038,0.495,0.4331,Peer Edge,EDGE-08,0.4934
VSDT-05094,0.5894,0.3368,0.4918,0.5148,Cloud,CLOUD-14,0.6015
VSDT-05095,0.3541,0.3356,0.3414,0.6357,Local Edge,EDGE-03,0.671
VSDT-05096,0,0.103,0.3755,0.3455,Peer Edge,EDGE-11,0.4943
VSDT-05097,0.2916,-0.55,0.2067,0.2629,Cloud,CLOUD-14,0.4903
VSDT-05098,0.7128,0.1968,0.4185,0.3055,Local Edge,EDGE-04,0.4471
VSDT-05099,0.6278,0.1023,0.3676,0.528,Local Edge,EDGE-05,0.6349
VSDT-05100,0.5625,0.3255,0.4123,0.5117,Local Edge,EDGE-01,0.6166
VSDT-05101,0,0.0743,0.4634,0.3499,Local Edge,EDGE-03,0.5199
VSDT-05102,0.8435,0.1961,0.4202,0.7381,Local Edge,EDGE-03,0.6916
VSDT-05103,0.6691,0.3354,0.2148,0.7292,Local Edge,EDGE-01,0.7477
VSDT-05104,0.221,0.0736,0.4667,0.4016,Local Edge,EDGE-01,0.5251
VSDT-05105,0.6345,0.3249,0.3513,0.7003,Local Edge,EDGE-02,0.6891
VSDT-05106,0.3965,-0.55,0.3548,0.2153,Cloud,CLOUD-12,0.4261
VSDT-05107,0.6436,-0.55,0.4985,0.4979,Peer Edge,EDGE-11,0.5124
VSDT-05108,0.2002,0.1959,0.3395,0.4273,Local Edge,EDGE-01,0.594
VSDT-05109,0,0.103,0.3935,0.354,Local Edge,EDGE-02,0.5361
VSDT-05110,0.7038,0.3351,0.266,0.3922,Local Edge,EDGE-01,0.5179
VSDT-05111,0.6472,0.1951,0.468,0.5654,Local Edge,EDGE-06,0.6177
VSDT-05112,0.4042,0.1022,0.3515,0.6051,Peer Edge,EDGE-10,0.6352
VSDT-05113,0.4243,0.1941,0.4246,0.4815,Local Edge,EDGE-04,0.571
VSDT-05114,0.5808,-0.55,0.3701,0.4788,Peer Edge,EDGE-09,0.5269
VSDT-05115,0.6408,0.1931,0.4331,0.3579,Peer Edge,EDGE-08,0.5041
VSDT-05116,0.2051,0.1017,0.549,0.3785,Peer Edge,EDGE-09,0.4865
VSDT-05117,0.7393,0.3348,0.3943,0.5606,Local Edge,EDGE-02,0.6101
VSDT-05118,0.7703,0.1007,0.4909,0.5494,Local Edge,EDGE-06,0.5645
VSDT-05119,0.415,0.3338,0.4429,0.6403,Local Edge,EDGE-01,0.6763
VSDT-05120,0.3011,0.1926,0.4003,0.4325,Peer Edge,EDGE-08,0.5658
VSDT-05121,0.4391,0.1,0.3245,0.5965,Local Edge,EDGE-01,0.6182
VSDT-05122,0.535,-0.55,0.4276,0.5936,Local Edge,EDGE-01,0.5949
VSDT-05123,0.3416,0.3329,0.4911,0.2357,Peer Edge,EDGE-11,0.4385
VSDT-05124,0.1651,0.0991,0.5113,0.3897,Local Edge,EDGE-01,0.5198
VSDT-05125,0,-0.55,0.3922,0.3728,Peer Edge,EDGE-09,0.5459
VSDT-05126,0,-0.55,0.2596,0.3489,Local Edge,EDGE-06,0.5749
VSDT-05127,0.5523,0.0981,0.4299,0.6094,Local Edge,EDGE-05,0.6154
VSDT-05128,0,0.097,0.4312,0.3445,Peer Edge,EDGE-08,0.5159
VSDT-05129,0.7604,0.3268,0.3372,0.5554,Peer Edge,EDGE-11,0.5952
VSDT-05130,0.6599,0.1926,0.3766,0.678,Peer Edge,EDGE-08,0.6512
VSDT-05131,0.7729,0.1914,0.507,0.3562,Peer Edge,EDGE-10,0.4714
VSDT-05132,0.2868,0.0976,0.4399,0.1741,Peer Edge,EDGE-08,0.3893
VSDT-05133,0,-0.55,0.4919,0.386,Peer Edge,EDGE-09,0.4911
VSDT-05134,0.8072,-0.55,0.3895,0.7414,Local Edge,EDGE-01,0.69
VSDT-05135,0.6466,-0.55,0.4311,0.5748,Local Edge,EDGE-03,0.6172
VSDT-05136,0.7331,0.097,0.4232,0.4914,Local Edge,EDGE-03,0.5257
VSDT-05137,0.0318,-0.55,0.2979,0.1503,Cloud,CLOUD-14,0.4039
VSDT-05138,0.0355,-0.55,0.3055,0.4116,Local Edge,EDGE-03,0.5831
VSDT-05139,0.2176,0.0961,0.405,0.1459,Cloud,CLOUD-12,0.389
VSDT-05140,0.714,-0.55,0.2633,0.3549,Peer Edge,EDGE-09,0.5028
VSDT-05141,0.287,0.1917,0.4088,0.4682,Local Edge,EDGE-05,0.5848
VSDT-05142,0.5833,-0.55,0.3473,0.5338,Local Edge,EDGE-02,0.6308
VSDT-05143,0.1726,0.0795,0.1738,0.4316,Local Edge,EDGE-01,0.6322
VSDT-05144,0.3868,0.0958,0.3526,0.6009,Local Edge,EDGE-01,0.647
VSDT-05145,0,-0.55,0.2447,0.5267,Local Edge,EDGE-02,0.6508
VSDT-05146,0.5628,0.0948,0.3146,0.4627,Local Edge,EDGE-06,0.5924
VSDT-05147,0.6176,0.079,0.3722,0.5138,Local Edge,EDGE-04,0.6062
VSDT-05148,0.3687,-0.55,0.379,0.5829,Local Edge,EDGE-05,0.6209
VSDT-05149,0.2148,-0.55,0.3335,0.3929,Peer Edge,EDGE-10,0.5538
VSDT-05150,0.7368,-0.55,0.3797,0.5147,Local Edge,EDGE-02,0.5854
VSDT-05151,0.6134,0.3353,0.4514,0.3579,Peer Edge,EDGE-10,0.5135
VSDT-05152,0.8175,-0.55,0.3726,0.7665,Local Edge,EDGE-02,0.7152
VSDT-05153,0.1545,-0.55,0.4409,0.3788,Local Edge,EDGE-06,0.5144
VSDT-05154,0.806,0.0791,0.4899,0.334,Peer Edge,EDGE-08,0.408
VSDT-05155,0.2022,0.0953,0.338,0.4118,Local Edge,EDGE-05,0.5873
VSDT-05156,0.7034,0.1931,0.4153,0.552,Local Edge,EDGE-05,0.6452
VSDT-05157,0.2832,0.0944,0.3697,0.3787,Local Edge,EDGE-02,0.5509
VSDT-05158,0.7565,0.1921,0.3319,0.7452,Local Edge,EDGE-05,0.7325
VSDT-05159,0.715,0.0788,0.3961,0.3848,Local Edge,EDGE-04,0.5031
VSDT-05160,0.5049,0.3299,0.3479,0.6622,Local Edge,EDGE-01,0.6866
VSDT-05161,0.3932,-0.55,0.2927,0.6287,Local Edge,EDGE-05,0.6745
VSDT-05162,0.4801,0.0941,0.3368,0.4716,Cloud,CLOUD-12,0.5798
VSDT-05163,0.6682,0.3357,0.3317,0.743,Local Edge,EDGE-05,0.7316
VSDT-05164,0.5695,-0.55,0.4657,0.6357,Local Edge,EDGE-06,0.6047
VSDT-05165,0,0.3347,0.4027,0.1475,Peer Edge,EDGE-11,0.4305
VSDT-05166,0.4346,0.1922,0.4443,0.5219,Local Edge,EDGE-05,0.5751
VSDT-05167,0.4759,-0.55,0.4797,0.4599,Peer Edge,EDGE-10,0.5162
VSDT-05168,0.458,0.0793,0.4007,0.6573,Local Edge,EDGE-06,0.6731
VSDT-05169,0,0.1914,0.4985,0.3608,Peer Edge,EDGE-11,0.5293
VSDT-05170,0.7587,-0.55,0.2296,0.7321,Local Edge,EDGE-01,0.7191
VSDT-05171,0.5199,-0.55,0.3151,0.4956,Local Edge,EDGE-03,0.6296
VSDT-05172,0.4913,-0.55,0.409,0.5176,Local Edge,EDGE-05,0.5874
VSDT-05173,0.4216,0.3345,0.4214,0.4986,Local Edge,EDGE-02,0.6139
VSDT-05174,0,-0.55,0.406,0.0868,Cloud,CLOUD-12,0.3371
VSDT-05175,0.4422,0.3307,0.4542,0.4945,Local Edge,EDGE-03,0.5767
VSDT-05176,0.4932,0.1911,0.4566,0.518,Local Edge,EDGE-06,0.5827
VSDT-05177,0.6296,-0.55,0.2875,0.5495,Local Edge,EDGE-01,0.6435
VSDT-05178,0.6152,0.0798,0.3037,0.6522,Local Edge,EDGE-06,0.6897
VSDT-05179,0.6274,0.1902,0.3964,0.5151,Local Edge,EDGE-02,0.61
VSDT-05180,0.4815,0.0959,0.448,0.6694,Local Edge,EDGE-06,0.66
VSDT-05181,0.1493,0.3301,0.3725,0.5899,Local Edge,EDGE-06,0.6496
VSDT-05182,0.4955,-0.55,0.6146,0.2882,Peer Edge,EDGE-10,0.3769
VSDT-05183,0,0.3344,0.2922,0.3675,Local Edge,EDGE-04,0.582
VSDT-05184,0.7723,0.1895,0.3087,0.7153,Cloud,CLOUD-14,0.6918
VSDT-05185,0,-0.55,0.5998,0.3636,Peer Edge,EDGE-09,0.4501
VSDT-05186,0.461,0.081,0.3051,0.6019,Local Edge,EDGE-04,0.6181
VSDT-05187,0.1733,-0.55,0.1558,0.5722,Local Edge,EDGE-06,0.6591
VSDT-05188,0.3298,-0.55,0.495,0.4672,Local Edge,EDGE-01,0.546
VSDT-05189,0.3851,-0.55,0.4901,0.2277,Cloud,CLOUD-13,0.3605
VSDT-05190,0.5048,0.0964,0.3805,0.617,Local Edge,EDGE-03,0.6297
VSDT-05191,0.5511,-0.55,0.4548,0.6224,Local Edge,EDGE-05,0.5995
VSDT-05192,0.5786,0.0955,0.4564,0.6438,Peer Edge,EDGE-10,0.5814
VSDT-05193,0.7312,-0.55,0.3861,0.5263,Local Edge,EDGE-05,0.5875
VSDT-05194,0,0.3305,0.4739,0.3682,Local Edge,EDGE-02,0.5574
VSDT-05195,0.2389,0.0948,0.3287,0.6012,Local Edge,EDGE-06,0.6594
VSDT-05196,0.7597,0.0817,0.4345,0.712,Local Edge,EDGE-02,0.6593
VSDT-05197,0.4539,-0.55,0.458,0.486,Peer Edge,EDGE-08,0.5781
VSDT-05198,0,0.3364,0.4412,0.5134,Peer Edge,EDGE-09,0.6043
VSDT-05199,0.0205,0.0942,0.3591,0.5056,Local Edge,EDGE-06,0.6113
VSDT-05200,0,-0.55,0.4747,0.3513,Local Edge,EDGE-05,0.5075
VSDT-05201,0.353,0.3355,0.395,0.4468,Local Edge,EDGE-04,0.588
VSDT-05202,0.2562,0.1914,0.2931,0.2363,Cloud,CLOUD-12,0.4641
VSDT-05203,0.1827,0.1903,0.4352,0.3607,Cloud,CLOUD-13,0.4943
VSDT-05204,0.36,0.082,0.3125,0.6029,Local Edge,EDGE-06,0.6446
VSDT-05205,0.1433,0.3348,0.3101,0.4266,Local Edge,EDGE-01,0.6331
VSDT-05206,0.6403,0.0943,0.5146,0.2984,Local Edge,EDGE-02,0.4087
VSDT-05207,0.6347,-0.55,0.4288,0.6772,Local Edge,EDGE-04,0.6173
VSDT-05208,0,0.0815,0.3239,0.3488,Local Edge,EDGE-03,0.5479
VSDT-05209,0.7381,-0.55,0.566,0.5668,Peer Edge,EDGE-10,0.5353
VSDT-05210,0,0.0817,0.4596,0.3379,Peer Edge,EDGE-10,0.5027
VSDT-05211,0.6619,0.1902,0.2505,0.7221,Local Edge,EDGE-06,0.7368
VSDT-05212,0.2092,0.0806,0.2915,0.3787,Cloud,CLOUD-14,0.571
VSDT-05213,0.6846,0.1904,0.3889,0.7248,Local Edge,EDGE-05,0.6943
VSDT-05214,0.7697,0.3345,0.3148,0.7436,Local Edge,EDGE-05,0.7254
VSDT-05215,0.4973,0.0799,0.4551,0.4848,Peer Edge,EDGE-08,0.5433
VSDT-05216,0.2919,0.1896,0.4195,0.4702,Local Edge,EDGE-03,0.5833
VSDT-05217,0.4475,0.079,0.3857,0.6235,Peer Edge,EDGE-09,0.6243
VSDT-05218,0.5701,0.3338,0.4207,0.542,Local Edge,EDGE-01,0.634
VSDT-05219,0,0.078,0.3557,0.2896,Cloud,CLOUD-14,0.4481
VSDT-05220,0.4079,0.0952,0.3131,0.3212,Cloud,CLOUD-12,0.5188
VSDT-05221,0.093,0.3327,0.3861,0.3906,Local Edge,EDGE-03,0.5749
VSDT-05222,0.2024,0.3329,0.367,0.2576,Cloud,CLOUD-13,0.4879
VSDT-05223,0.6949,-0.55,0.3964,0.7047,Local Edge,EDGE-01,0.6664
VSDT-05224,0.7374,0.3319,0.4035,0.5267,Local Edge,EDGE-02,0.5647
VSDT-05225,0.5164,0.3307,0.3306,0.6428,Peer Edge,EDGE-11,0.6531
VSDT-05226,0.8408,0.3322,0.3904,0.6054,Peer Edge,EDGE-08,0.6617
VSDT-05227,0.2359,0.0953,0.4941,0.4207,Peer Edge,EDGE-09,0.5436
VSDT-05228,0.3348,0.3311,0.4696,0.4441,Local Edge,EDGE-04,0.5545
VSDT-05229,0.7996,0.1903,0.2441,0.5596,Cloud,CLOUD-12,0.5847
VSDT-05230,0.8438,0.1891,0.3339,0.7483,Local Edge,EDGE-05,0.7018
VSDT-05231,0.6443,0.3314,0.3056,0.7302,Local Edge,EDGE-03,0.7345
VSDT-05232,0.7288,0.3303,0.3365,0.4063,Local Edge,EDGE-04,0.5625
VSDT-05233,0.1301,0.0949,0.5351,0.3483,Local Edge,EDGE-01,0.4598
VSDT-05234,0.7122,0.3306,0.4287,0.5917,Local Edge,EDGE-04,0.6516
VSDT-05235,0.5778,0.3294,0.3392,0.3396,Local Edge,EDGE-06,0.5447
VSDT-05236,0,0.3282,0.4201,0.1496,Cloud,CLOUD-13,0.389
VSDT-05237,0.5844,-0.55,0.3667,0.3038,Cloud,CLOUD-13,0.4416
VSDT-05238,0.2197,0.0944,0.5229,0.4035,Local Edge,EDGE-04,0.4944
VSDT-05239,0.69,0.3285,0.5856,0.3506,Peer Edge,EDGE-08,0.417
VSDT-05240,0.5173,0.0817,0.5158,0.5179,Peer Edge,EDGE-07,0.5526
VSDT-05241,0.8213,0.1896,0.4103,0.7249,Local Edge,EDGE-04,0.6835
VSDT-05242,0.4788,-0.55,0.2103,0.4657,Local Edge,EDGE-06,0.6031
VSDT-05243,0.6401,-0.55,0.4909,0.2955,Local Edge,EDGE-04,0.4022
VSDT-05244,0.282,-0.55,0.2049,0.4451,Local Edge,EDGE-03,0.5976
VSDT-05245,0,0.0945,0.4766,0.3921,Local Edge,EDGE-05,0.5331
VSDT-05246,0.6062,-0.55,0.3646,0.6432,Peer Edge,EDGE-11,0.6408
VSDT-05247,0.5954,-0.55,0.2042,0.335,Peer Edge,EDGE-11,0.5352
VSDT-05248,0.2365,0.3284,0.4408,0.5757,Local Edge,EDGE-06,0.6198
VSDT-05249,0,0.082,0.1752,0.1502,Cloud,CLOUD-12,0.4419
VSDT-05250,0,0.0953,0.4214,0.1252,Cloud,CLOUD-13,0.3651
VSDT-05251,0,0.0809,0.2164,0.1227,Cloud,CLOUD-13,0.4281
VSDT-05252,0.4441,-0.55,0.5182,0.2751,Cloud,CLOUD-12,0.3654
VSDT-05253,0,-0.55,0.2889,0.5079,Local Edge,EDGE-03,0.6308
VSDT-05254,0.4423,0.3316,0.2637,0.5304,Local Edge,EDGE-01,0.6565
VSDT-05255,0.4841,0.0801,0.3728,0.2627,Local Edge,EDGE-01,0.4501
VSDT-05256,0,-0.55,0.4865,0.3509,Local Edge,EDGE-05,0.5254
VSDT-05257,0.5097,-0.55,0.4584,0.5167,Local Edge,EDGE-04,0.5669
VSDT-05258,0,-0.55,0.4331,0.3379,Local Edge,EDGE-02,0.5111
VSDT-05259,0.528,0.0792,0.3169,0.2895,Local Edge,EDGE-06,0.4918
VSDT-05260,0.5127,0.0965,0.2208,0.2997,Local Edge,EDGE-06,0.4733
VSDT-05261,0.6564,-0.55,0.3441,0.4971,Local Edge,EDGE-05,0.5931
VSDT-05262,0.6791,0.3285,0.5214,0.5617,Local Edge,EDGE-06,0.6075
VSDT-05263,0.4923,-0.55,0.3043,0.4656,Local Edge,EDGE-03,0.582
VSDT-05264,0,-0.55,0.2248,0.3903,Local Edge,EDGE-01,0.5998
VSDT-05265,0.1343,-0.55,0.3409,0.3941,Cloud,CLOUD-13,0.5469
VSDT-05266,0,0.3316,0.3996,0.5264,Local Edge,EDGE-02,0.6391
VSDT-05267,0.5069,0.0963,0.2539,0.5214,Local Edge,EDGE-06,0.6664
VSDT-05268,0,-0.55,0.4107,0.1895,Peer Edge,EDGE-08,0.403
VSDT-05269,0.5944,0.0952,0.3517,0.5277,Local Edge,EDGE-05,0.6078
VSDT-05270,0.5366,0.0941,0.4991,0.5101,Local Edge,EDGE-05,0.5612
VSDT-05271,0.7011,0.0799,0.437,0.6684,Cloud,CLOUD-13,0.6342
VSDT-05272,0.2761,0.0788,0.4178,0.4355,Local Edge,EDGE-06,0.5713
VSDT-05273,0.166,0.1927,0.2884,0.439,Local Edge,EDGE-06,0.6242
VSDT-05274,0.198,0.0936,0.3232,0.1761,Cloud,CLOUD-13,0.428
VSDT-05275,0.5299,0.0781,0.3617,0.4886,Local Edge,EDGE-02,0.5688
VSDT-05276,0.4512,0.1919,0.287,0.3245,Local Edge,EDGE-04,0.4963
VSDT-05277,0.4401,0.3291,0.4175,0.6554,Local Edge,EDGE-06,0.6579
VSDT-05278,0.8148,0.0931,0.2647,0.385,Peer Edge,EDGE-10,0.4921
VSDT-05279,0,0.092,0.4747,0.473,Local Edge,EDGE-06,0.5366
VSDT-05280,0,-0.55,0.4859,0.0862,Cloud,CLOUD-14,0.3283
VSDT-05281,0,0.0909,0.2994,0.3118,Local Edge,EDGE-02,0.5138
VSDT-05282,0.8155,0.1913,0.3167,0.5627,Local Edge,EDGE-03,0.6425
VSDT-05283,0,-0.55,0.4461,0.0909,Peer Edge,EDGE-10,0.3393
VSDT-05284,0.6016,0.078,0.3609,0.5217,Local Edge,EDGE-03,0.6327
VSDT-05285,0.6706,0.3325,0.301,0.6955,Local Edge,EDGE-05,0.7043
VSDT-05286,0.0915,-0.55,0.4736,0.3855,Local Edge,EDGE-05,0.5513
VSDT-05287,0.4118,-0.55,0.4013,0.4305,Local Edge,EDGE-04,0.504
VSDT-05288,0.7727,0.329,0.4092,0.3474,Peer Edge,EDGE-10,0.5048
VSDT-05289,0.7798,0.0777,0.4347,0.3603,Cloud,CLOUD-12,0.4536
VSDT-05290,0,-0.55,0.3407,0.1742,Cloud,CLOUD-14,0.4253
VSDT-05291,0.7853,0.0766,0.4442,0.3769,Local Edge,EDGE-03,0.4583
VSDT-05292,0.6762,0.332,0.2218,0.3691,Local Edge,EDGE-03,0.5233
VSDT-05293,0,0.3309,0.3917,0.3418,Local Edge,EDGE-06,0.5793
VSDT-05294,0.3386,-0.55,0.5819,0.4254,Peer Edge,EDGE-10,0.471
VSDT-05295,0,-0.55,0.4902,0.1021,Cloud,CLOUD-12,0.3148
VSDT-05296,0.6108,0.0763,0.3813,0.5169,Local Edge,EDGE-06,0.6165
VSDT-05297,0.4606,-0.55,0.4493,0.4838,Cloud,CLOUD-14,0.5542
VSDT-05298,0.3722,0.329,0.2615,0.463,Local Edge,EDGE-02,0.6296
VSDT-05299,0.4741,0.1926,0.4542,0.522,Local Edge,EDGE-04,0.5733
VSDT-05300,0.6393,0.094,0.4608,0.5207,Local Edge,EDGE-04,0.5852
VSDT-05301,0,0.3307,0.4378,0.1354,Cloud,CLOUD-12,0.3894
VSDT-05302,0,-0.55,0.3779,0.0907,Cloud,CLOUD-12,0.3392
VSDT-05303,0.128,-0.55,0.2072,0.412,Local Edge,EDGE-04,0.5922
VSDT-05304,0.2973,-0.55,0.2024,0.4026,Local Edge,EDGE-03,0.5825
VSDT-05305,0.4254,0.0933,0.3713,0.509,Local Edge,EDGE-02,0.6109
VSDT-05306,0,-0.55,0.4025,0.0861,Peer Edge,EDGE-10,0.327
VSDT-05307,0.2884,-0.55,0.349,0.5823,Local Edge,EDGE-05,0.644
VSDT-05308,0,-0.55,0.4978,0.3411,Peer Edge,EDGE-08,0.5114
VSDT-05309,0.4416,-0.55,0.5122,0.4564,Local Edge,EDGE-03,0.5347
VSDT-05310,0.4971,0.3289,0.5282,0.499,Local Edge,EDGE-02,0.5625
VSDT-05311,0.41,0.3316,0.4622,0.5113,Local Edge,EDGE-01,0.6015
VSDT-05312,0.4529,0.3304,0.5656,0.4817,Local Edge,EDGE-03,0.5439
VSDT-05313,0.112,0.0932,0.3869,0.3627,Local Edge,EDGE-05,0.5575
VSDT-05314,0.656,0.0921,0.3572,0.6853,Local Edge,EDGE-05,0.6746
VSDT-05315,0.7095,0.078,0.3609,0.6622,Peer Edge,EDGE-07,0.6494
VSDT-05316,0.3988,-0.55,0.2607,0.4788,Local Edge,EDGE-06,0.6247
VSDT-05317,0.7099,-0.55,0.4288,0.3379,Local Edge,EDGE-02,0.44
VSDT-05318,0.263,0.33,0.4749,0.4129,Cloud,CLOUD-14,0.5463
VSDT-05319,0.1554,0.3289,0.5177,0.422,Local Edge,EDGE-03,0.5693
VSDT-05320,0.2613,-0.55,0.1946,0.3997,Local Edge,EDGE-06,0.5658
VSDT-05321,0.3458,0.3279,0.4085,0.4901,Local Edge,EDGE-01,0.6219
VSDT-05322,0.0319,-0.55,0.495,0.358,Local Edge,EDGE-03,0.495
VSDT-05323,0.4004,0.3294,0.3066,0.5149,Local Edge,EDGE-02,0.6547
VSDT-05324,0.7068,0.3283,0.5264,0.6876,Peer Edge,EDGE-11,0.636
VSDT-05325,0.7183,0.0929,0.31,0.4088,Local Edge,EDGE-06,0.5508
VSDT-05326,0.3957,-0.55,0.423,0.643,Local Edge,EDGE-02,0.6375
VSDT-05327,0,-0.55,0.4367,0.3686,Local Edge,EDGE-06,0.5169
VSDT-05328,0.7746,-0.55,0.4916,0.5412,Local Edge,EDGE-05,0.5618
VSDT-05329,0.5698,0.1959,0.427,0.6981,Local Edge,EDGE-05,0.6983
VSDT-05330,0.5893,-0.55,0.4025,0.5331,Local Edge,EDGE-01,0.6048
VSDT-05331,0.6563,0.0799,0.3955,0.6374,Local Edge,EDGE-01,0.6271
VSDT-05332,0.5608,0.093,0.4048,0.2715,Local Edge,EDGE-05,0.4231
VSDT-05333,0.745,0.1953,0.5431,0.5726,Local Edge,EDGE-05,0.6
